"","x"
"1261",11.8893342351947
"1262",12.3639392191542
"1263",12.0100434776612
"1264",12.6023794618186
"1265",12.3203361982691
"1266",11.9143058096763
"1267",12.6957312227681
"1268",12.1784833913193
"1269",11.8750901299981
"1270",11.8637194242458
"1271",12.0979125687785
"1272",12.6820015345713
"1273",12.2090758655352
"1274",12.6181065015318
"1275",12.6194549400845
"1276",11.6974643648442
"1277",12.1856768269606
"1278",12.5339689365487
"1279",12.2095858601533
"1280",12.5297422272976
"1281",11.5972620673393
"1282",11.9027134888803
"1283",11.3201638593639
"1284",12.300950823729
"1285",11.3919732217311
"1286",12.549701313879
"1287",11.1058457806797
"1288",11.3464871308738
"1289",11.8337422440336
"1290",12.4030849440748
"1291",12.1212319254247
"1292",12.4432234678858
"1293",11.7414239967747
"1294",11.528480384405
"1295",11.7409626557413
"1296",11.6764878912146
"1297",12.0125682057241
"1298",11.8352415004542
"1299",11.2813145504942
"1300",12.3274638715076
"1301",11.7687183101582
"1302",11.5913818831178
"1303",11.9860797740398
"1304",12.4150757971256
"1305",12.0192425148331
"1306",12.1174183822204
"1307",11.3853281374745
"1308",12.4213732099356
"1309",12.5400694160968
"1310",12.3619358467615
"1311",11.7517426858344
"1312",12.1662112309071
"1313",12.033397041888
"1314",11.7986455300127
"1315",12.9130847885094
"1316",12.3783927338299
"1317",12.1273470442793
"1318",11.6473276864823
"1319",11.9577786444851
"1320",12.0468694891102
"1321",12.7779058883745
"1322",12.1303601694638
"1323",12.4803801903717
"1324",11.66366025005
"1325",12.0372269749354
"1326",11.8968290497001
"1327",12.2703782512506
"1328",12.2449180202664
"1329",11.7920750148402
"1330",11.8621816003746
"1331",11.6083150004531
"1332",12.0568636209409
"1333",12.4820732969077
"1334",13.0389129338819
"1335",12.4420032175121
"1336",12.3896596042658
"1337",11.4527787381172
"1338",11.8167582670314
"1339",11.4940760080864
"1340",11.9358103772262
"1341",11.1695121431414
"1342",12.2884059463673
"1343",11.9239271935142
"1344",11.9493652330882
"1345",11.5474553037036
"1346",11.7000227405274
"1347",12.4534189473652
"1348",11.9753651340105
"1349",12.7580998803233
"1350",11.7915224331947
"1351",12.3237700496684
"1352",11.8460088845298
"1353",11.7600349190974
"1354",11.9157215009123
"1355",12.3801496088491
"1356",12.5765340826578
"1357",12.0863358312914
"1358",11.8714652041029
"1359",11.8707177545629
"1360",11.9151987153989
"1361",11.7351934649073
"1362",12.12446239924
"1363",12.1949501277511
"1364",12.4959736040136
"1365",11.5218951115369
"1366",12.4846984979395
"1367",11.7872822310691
"1368",11.5861891665512
"1369",11.5453831946116
"1370",12.314112124378
"1371",12.316767519236
"1372",11.9806383664846
"1373",11.4177571970355
"1374",12.5566000806158
"1375",12.1503017858922
"1376",12.2755922773128
"1377",11.7183128504253
"1378",12.7603544180314
"1379",12.34414296014
"1380",12.0673104767039
"1381",11.7959684480155
"1382",11.8431962951031
"1383",12.4018371088471
"1384",11.8598192905614
"1385",11.9037265409482
"1386",12.4697651867582
"1387",11.8551223908657
"1388",11.6620958845824
"1389",12.161103207578
"1390",12.126128571986
"1391",11.8243238468958
"1392",11.5531058314088
"1393",12.1555635590861
"1394",11.9428937095412
"1395",12.1127964954921
"1396",11.6794960999621
"1397",12.8457029059496
"1398",11.9075348322946
"1399",12.1452649243321
"1400",12.1717406234508
"1401",11.8736134670004
"1402",12.7113755426063
"1403",11.6295402538527
"1404",12.1386268850105
"1405",11.9506899607175
"1406",12.4741090554029
"1407",11.6616148693506
"1408",11.469671925575
"1409",11.8559818507921
"1410",12.4776000770239
"1411",11.8113550466028
"1412",11.7751930874071
"1413",12.1679955158351
"1414",12.0885642632943
"1415",12.2656839658674
"1416",12.4531195337216
"1417",11.941389014062
